Lead (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.004424,162,144,101,407,0.044
0.004425,162,144,101,407,0.044
0.004426,162,144,101,407,0.044
0.004427,162,144,101,407,0.044
0.004428,162,144,101,407,0.044
0.004429,162,144,101,407,0.044
0.00443,162,144,101,407,0.044
0.004431,162,144,101,407,0.044
0.004432,162,144,101,407,0.044
0.004433,162,144,101,407,0.044
0.004434,162,144,101,407,0.044
0.004435,162,144,101,407,0.044
0.004436,162,144,101,407,0.044
0.004437,162,144,101,407,0.044
0.004438,162,144,101,407,0.044
0.004439,162,144,101,407,0.044
0.00444,162,144,101,407,0.044
0.004441,162,144,101,407,0.044
0.004442,162,144,101,407,0.044
0.004443,162,144,101,407,0.044
0.004444,162,144,101,407,0.044
0.004445,162,144,101,407,0.044
0.004446,162,144,101,407,0.044
0.004447,162,144,101,407,0.044
0.004448,162,144,101,407,0.044
0.004449,162,144,101,407,0.044
0.00445,162,144,101,407,0.044
0.004451,162,145,101,408,0.045
0.004452,162,145,101,408,0.045
0.004453,162,145,101,408,0.045
0.004454,162,145,101,408,0.045
0.004455,162,145,101,408,0.045
0.004456,162,145,101,408,0.045
0.004457,162,145,101,408,0.045
0.004458,162,145,101,408,0.045
0.004459,162,145,101,408,0.045
0.00446,162,145,101,408,0.045
0.004461,162,145,101,408,0.045
0.004462,162,145,101,408,0.045
0.004463,162,145,101,408,0.045
0.004464,162,145,101,408,0.045
0.004465,163,145,101,409,0.045
0.004466,163,145,101,409,0.045
0.004467,163,145,101,409,0.045
0.004468,163,145,101,409,0.045
0.004469,163,145,101,409,0.045
0.00447,163,145,101,409,0.045
0.004471,163,145,101,409,0.045
0.004472,163,145,101,409,0.045
0.004473,163,145,101,409,0.045
0.004474,163,145,101,409,0.045
0.004475,163,145,101,409,0.045
0.004476,163,145,101,409,0.045
0.004477,163,145,101,409,0.045
0.004478,163,145,101,409,0.045
0.004479,163,145,101,409,0.045
0.00448,163,145,101,409,0.045
0.004481,163,145,101,409,0.045
0.004482,163,145,101,409,0.045
0.004483,163,145,101,409,0.045
0.004484,163,145,101,409,0.045
0.004485,163,145,101,409,0.045
0.004486,163,145,101,409,0.045
0.004487,163,145,101,409,0.045
0.004488,163,145,101,409,0.045
0.004489,163,145,101,409,0.045
0.00449,163,145,101,409,0.045
0.004491,163,145,101,409,0.045
0.004492,163,145,101,409,0.045
0.004493,163,145,101,409,0.045
0.004494,163,145,101,409,0.045
0.004495,163,145,101,409,0.045
0.004496,163,145,101,409,0.045
0.004497,163,145,101,409,0.045
0.004498,163,145,101,409,0.045
0.004499,163,145,101,409,0.045
0.0045,163,145,100,408,0.045
0.004501,163,145,100,408,0.045
0.004502,163,145,100,408,0.045
0.004503,163,145,100,408,0.045
0.004504,163,145,100,408,0.045
0.004505,163,145,100,408,0.045
0.004506,163,145,100,408,0.045
0.004507,163,145,100,408,0.045
0.004508,163,145,100,408,0.045
0.004509,163,145,100,408,0.045
0.00451,163,145,100,408,0.045
0.004511,163,145,100,408,0.045
0.004512,163,145,100,408,0.045
0.004513,163,145,100,408,0.045
0.004514,163,145,100,408,0.045
0.004515,163,145,100,408,0.045
0.004516,163,145,100,408,0.045
0.004517,163,145,100,408,0.045
0.004518,163,145,100,408,0.045
0.004519,163,145,100,408,0.045
0.00452,163,145,100,408,0.045
0.004521,163,145,100,408,0.045
0.004522,163,145,100,408,0.045
0.004523,163,145,100,408,0.045
0.004524,163,145,100,408,0.045
0.004525,163,145,100,408,0.045
0.004526,163,145,100,408,0.045
0.004527,163,145,100,408,0.045
0.004528,163,145,100,408,0.045
0.004529,163,145,100,408,0.045
0.00453,163,145,100,408,0.045
0.004531,163,145,100,408,0.045
0.004532,163,145,100,408,0.045
0.004533,163,145,100,408,0.045
0.004534,163,145,100,408,0.045
0.004535,163,145,100,408,0.045
0.004536,164,145,100,409,0.045
0.004537,164,145,100,409,0.045
0.004538,164,145,100,409,0.045
0.004539,164,145,100,409,0.045
0.00454,164,145,100,409,0.045
0.004541,164,145,100,409,0.045
0.004542,164,145,100,409,0.045
0.004543,164,145,100,409,0.045
0.004544,164,145,100,409,0.045
0.004545,164,145,100,409,0.045
0.004546,164,145,100,409,0.045
0.004547,164,145,100,409,0.045
0.004548,164,145,100,409,0.045
0.004549,164,145,100,409,0.045
0.00455,164,146,100,410,0.046
0.004551,164,146,100,410,0.046
0.004552,164,146,100,410,0.046
0.004553,164,146,100,410,0.046
0.004554,164,146,100,410,0.046
0.004555,164,146,100,410,0.046
0.004556,164,146,100,410,0.046
0.004557,164,146,100,410,0.046
0.004558,164,146,100,410,0.046
0.004559,164,146,100,410,0.046
0.00456,164,146,100,410,0.046
0.004561,164,146,100,410,0.046
0.004562,164,146,100,410,0.046
0.004563,164,146,100,410,0.046
0.004564,164,146,100,410,0.046
0.004565,164,146,100,410,0.046
0.004566,164,146,100,410,0.046
0.004567,164,146,100,410,0.046
0.004568,164,146,100,410,0.046
0.004569,164,146,100,410,0.046
0.00457,164,146,100,410,0.046
0.004571,164,146,100,410,0.046
0.004572,164,146,100,410,0.046
0.004573,164,146,100,410,0.046
0.004574,164,146,100,410,0.046
0.004575,164,146,100,410,0.046
0.004576,164,146,100,410,0.046
0.004577,164,146,100,410,0.046
0.004578,164,146,100,410,0.046
0.004579,164,146,100,410,0.046
0.00458,164,146,100,410,0.046
0.004581,164,146,100,410,0.046
0.004582,164,146,100,410,0.046
0.004583,164,146,100,410,0.046
0.004584,164,146,100,410,0.046
0.004585,164,146,100,410,0.046
0.004586,164,146,100,410,0.046
0.004587,164,146,100,410,0.046
0.004588,164,146,100,410,0.046
0.004589,164,146,100,410,0.046
0.00459,164,146,100,410,0.046
0.004591,164,146,99,409,0.046
0.004592,164,146,99,409,0.046
0.004593,164,146,99,409,0.046
0.004594,164,146,99,409,0.046
0.004595,164,146,99,409,0.046
0.004596,164,146,99,409,0.046
0.004597,164,146,99,409,0.046
0.004598,164,146,99,409,0.046
0.004599,164,146,99,409,0.046
0.0046,164,146,99,409,0.046
0.004601,164,146,99,409,0.046
0.004602,164,146,99,409,0.046
0.004603,164,146,99,409,0.046
0.004604,164,146,99,409,0.046
0.004605,164,146,99,409,0.046
0.004606,164,146,99,409,0.046
0.004607,164,146,99,409,0.046
0.004608,165,146,99,410,0.046
0.004609,165,146,99,410,0.046
0.00461,165,146,99,410,0.046
0.004611,165,146,99,410,0.046
0.004612,165,146,99,410,0.046
0.004613,165,146,99,410,0.046
0.004614,165,146,99,410,0.046
0.004615,165,146,99,410,0.046
0.004616,165,146,99,410,0.046
0.004617,165,146,99,410,0.046
0.004618,165,146,99,410,0.046
0.004619,165,146,99,410,0.046
0.00462,165,146,99,410,0.046
0.004621,165,146,99,410,0.046
0.004622,165,146,99,410,0.046
0.004623,165,146,99,410,0.046
0.004624,165,146,99,410,0.046
0.004625,165,146,99,410,0.046
0.004626,165,146,99,410,0.046
0.004627,165,146,99,410,0.046
0.004628,165,146,99,410,0.046
0.004629,165,146,99,410,0.046
0.00463,165,146,99,410,0.046
0.004631,165,146,99,410,0.046
0.004632,165,146,99,410,0.046
0.004633,165,146,99,410,0.046
0.004634,165,146,99,410,0.046
0.004635,165,146,99,410,0.046
0.004636,165,146,99,410,0.046
0.004637,165,146,99,410,0.046
0.004638,165,146,99,410,0.046
0.004639,165,146,99,410,0.046
0.00464,165,146,99,410,0.046
0.004641,165,146,99,410,0.046
0.004642,165,146,99,410,0.046
0.004643,165,146,99,410,0.046
0.004644,165,146,99,410,0.046
0.004645,165,146,99,410,0.046
0.004646,165,146,99,410,0.046
0.004647,165,146,99,410,0.046
0.004648,165,146,99,410,0.046
0.004649,165,146,99,410,0.046
0.00465,165,146,99,410,0.046
0.004651,165,147,99,411,0.047
0.004652,165,147,99,411,0.047
0.004653,165,147,99,411,0.047
0.004654,165,147,99,411,0.047
0.004655,165,147,99,411,0.047
0.004656,165,147,99,411,0.047
0.004657,165,147,99,411,0.047
0.004658,165,147,99,411,0.047
0.004659,165,147,99,411,0.047
0.00466,165,147,99,411,0.047
0.004661,165,147,99,411,0.047
0.004662,165,147,99,411,0.047
0.004663,165,147,99,411,0.047
0.004664,165,147,99,411,0.047
0.004665,165,147,99,411,0.047
0.004666,165,147,99,411,0.047
0.004667,165,147,99,411,0.047
0.004668,165,147,99,411,0.047
0.004669,165,147,99,411,0.047
0.00467,165,147,99,411,0.047
0.004671,165,147,99,411,0.047
0.004672,165,147,99,411,0.047
0.004673,165,147,99,411,0.047
0.004674,165,147,99,411,0.047
0.004675,165,147,99,411,0.047
0.004676,165,147,99,411,0.047
0.004677,165,147,99,411,0.047
0.004678,165,147,99,411,0.047
0.004679,166,147,99,412,0.047
0.00468,166,147,99,412,0.047
0.004681,166,147,99,412,0.047
0.004682,166,147,98,411,0.047
0.004683,166,147,98,411,0.047
0.004684,166,147,98,411,0.047
0.004685,166,147,98,411,0.047
0.004686,166,147,98,411,0.047
0.004687,166,147,98,411,0.047
0.004688,166,147,98,411,0.047
0.004689,166,147,98,411,0.047
0.00469,166,147,98,411,0.047
0.004691,166,147,98,411,0.047
0.004692,166,147,98,411,0.047
0.004693,166,147,98,411,0.047
0.004694,166,147,98,411,0.047
0.004695,166,147,98,411,0.047
0.004696,166,147,98,411,0.047
0.004697,166,147,98,411,0.047
0.004698,166,147,98,411,0.047
0.004699,166,147,98,411,0.047
0.0047,166,147,98,411,0.047
0.004701,166,147,98,411,0.047
0.004702,166,147,98,411,0.047
0.004703,166,147,98,411,0.047
0.004704,166,147,98,411,0.047
0.004705,166,147,98,411,0.047
0.004706,166,147,98,411,0.047
0.004707,166,147,98,411,0.047
0.004708,166,147,98,411,0.047
0.004709,166,147,98,411,0.047
0.00471,166,147,98,411,0.047
0.004711,166,147,98,411,0.047
0.004712,166,147,98,411,0.047
0.004713,166,147,98,411,0.047
0.004714,166,147,98,411,0.047
0.004715,166,147,98,411,0.047
0.004716,166,147,98,411,0.047
0.004717,166,147,98,411,0.047
0.004718,166,147,98,411,0.047
0.004719,166,147,98,411,0.047
0.00472,166,147,98,411,0.047
0.004721,166,147,98,411,0.047
0.004722,166,147,98,411,0.047
0.004723,166,147,98,411,0.047
0.004724,166,147,98,411,0.047
0.004725,166,147,98,411,0.047
0.004726,166,147,98,411,0.047
0.004727,166,147,98,411,0.047
0.004728,166,147,98,411,0.047
0.004729,166,147,98,411,0.047
0.00473,166,147,98,411,0.047
0.004731,166,147,98,411,0.047
0.004732,166,147,98,411,0.047
0.004733,166,147,98,411,0.047
0.004734,166,147,98,411,0.047
0.004735,166,147,98,411,0.047
0.004736,166,147,98,411,0.047
0.004737,166,147,98,411,0.047
0.004738,166,147,98,411,0.047
0.004739,166,147,98,411,0.047
0.00474,166,147,98,411,0.047
0.004741,166,147,98,411,0.047
0.004742,166,147,98,411,0.047
0.004743,166,147,98,411,0.047
0.004744,166,147,98,411,0.047
0.004745,166,147,98,411,0.047
0.004746,166,147,98,411,0.047
0.004747,166,147,98,411,0.047
0.004748,166,147,98,411,0.047
0.004749,166,147,98,411,0.047
0.00475,166,148,98,412,0.048
0.004751,167,148,98,413,0.048
0.004752,167,148,98,413,0.048
0.004753,167,148,98,413,0.048
0.004754,167,148,98,413,0.048
0.004755,167,148,98,413,0.048
0.004756,167,148,98,413,0.048
0.004757,167,148,98,413,0.048
0.004758,167,148,98,413,0.048
0.004759,167,148,98,413,0.048
0.00476,167,148,98,413,0.048
0.004761,167,148,98,413,0.048
0.004762,167,148,98,413,0.048
0.004763,167,148,98,413,0.048
0.004764,167,148,98,413,0.048
0.004765,167,148,98,413,0.048
0.004766,167,148,98,413,0.048
0.004767,167,148,98,413,0.048
0.004768,167,148,98,413,0.048
0.004769,167,148,98,413,0.048
0.00477,167,148,98,413,0.048
0.004771,167,148,98,413,0.048
0.004772,167,148,98,413,0.048
0.004773,167,148,97,412,0.048
0.004774,167,148,97,412,0.048
0.004775,167,148,97,412,0.048
0.004776,167,148,97,412,0.048
0.004777,167,148,97,412,0.048
0.004778,167,148,97,412,0.048
0.004779,167,148,97,412,0.048
0.00478,167,148,97,412,0.048
0.004781,167,148,97,412,0.048
0.004782,167,148,97,412,0.048
0.004783,167,148,97,412,0.048
0.004784,167,148,97,412,0.048
0.004785,167,148,97,412,0.048
0.004786,167,148,97,412,0.048
0.004787,167,148,97,412,0.048
0.004788,167,148,97,412,0.048
0.004789,167,148,97,412,0.048
0.00479,167,148,97,412,0.048
0.004791,167,148,97,412,0.048
0.004792,167,148,97,412,0.048
0.004793,167,148,97,412,0.048
0.004794,167,148,97,412,0.048
0.004795,167,148,97,412,0.048
0.004796,167,148,97,412,0.048
0.004797,167,148,97,412,0.048
0.004798,167,148,97,412,0.048
0.004799,167,148,97,412,0.048
0.0048,167,148,97,412,0.048
0.004801,167,148,97,412,0.048
0.004802,167,148,97,412,0.048
0.004803,167,148,97,412,0.048
0.004804,167,148,97,412,0.048
0.004805,167,148,97,412,0.048
0.004806,167,148,97,412,0.048
0.004807,167,148,97,412,0.048
0.004808,167,148,97,412,0.048
0.004809,167,148,97,412,0.048
0.00481,167,148,97,412,0.048
0.004811,167,148,97,412,0.048
0.004812,167,148,97,412,0.048
0.004813,167,148,97,412,0.048
0.004814,167,148,97,412,0.048
0.004815,167,148,97,412,0.048
0.004816,167,148,97,412,0.048
0.004817,167,148,97,412,0.048
0.004818,167,148,97,412,0.048
0.004819,167,148,97,412,0.048
0.00482,167,148,97,412,0.048
0.004821,167,148,97,412,0.048
0.004822,168,148,97,413,0.048
0.004823,168,148,97,413,0.048
0.004824,168,148,97,413,0.048
0.004825,168,148,97,413,0.048
0.004826,168,148,97,413,0.048
0.004827,168,148,97,413,0.048
0.004828,168,148,97,413,0.048
0.004829,168,148,97,413,0.048
0.00483,168,148,97,413,0.048
0.004831,168,148,97,413,0.048
0.004832,168,148,97,413,0.048
0.004833,168,148,97,413,0.048
0.004834,168,148,97,413,0.048
0.004835,168,148,97,413,0.048
0.004836,168,148,97,413,0.048
0.004837,168,148,97,413,0.048
0.004838,168,148,97,413,0.048
0.004839,168,148,97,413,0.048
0.00484,168,148,97,413,0.048
0.004841,168,148,97,413,0.048
0.004842,168,148,97,413,0.048
0.004843,168,148,97,413,0.048
0.004844,168,148,97,413,0.048
0.004845,168,148,97,413,0.048
0.004846,168,148,97,413,0.048
0.004847,168,148,97,413,0.048
0.004848,168,148,97,413,0.048
0.004849,168,148,97,413,0.048
0.00485,168,148,97,413,0.048
0.004851,168,149,97,414,0.049
0.004852,168,149,97,414,0.049
0.004853,168,149,97,414,0.049
0.004854,168,149,97,414,0.049
0.004855,168,149,97,414,0.049
0.004856,168,149,97,414,0.049
0.004857,168,149,97,414,0.049
0.004858,168,149,97,414,0.049
0.004859,168,149,97,414,0.049
0.00486,168,149,97,414,0.049
0.004861,168,149,97,414,0.049
0.004862,168,149,97,414,0.049
0.004863,168,149,97,414,0.049
0.004864,168,149,96,413,0.049
0.004865,168,149,96,413,0.049
0.004866,168,149,96,413,0.049
0.004867,168,149,96,413,0.049
0.004868,168,149,96,413,0.049
0.004869,168,149,96,413,0.049
0.00487,168,149,96,413,0.049
0.004871,168,149,96,413,0.049
0.004872,168,149,96,413,0.049
0.004873,168,149,96,413,0.049
0.004874,168,149,96,413,0.049
0.004875,168,149,96,413,0.049
0.004876,168,149,96,413,0.049
0.004877,168,149,96,413,0.049
0.004878,168,149,96,413,0.049
0.004879,168,149,96,413,0.049
0.00488,168,149,96,413,0.049
0.004881,168,149,96,413,0.049
0.004882,168,149,96,413,0.049
0.004883,168,149,96,413,0.049
0.004884,168,149,96,413,0.049
0.004885,168,149,96,413,0.049
0.004886,168,149,96,413,0.049
0.004887,168,149,96,413,0.049
0.004888,168,149,96,413,0.049
0.004889,168,149,96,413,0.049
0.00489,168,149,96,413,0.049
0.004891,168,149,96,413,0.049
0.004892,168,149,96,413,0.049
0.004893,169,149,96,414,0.049
0.004894,169,149,96,414,0.049
0.004895,169,149,96,414,0.049
0.004896,169,149,96,414,0.049
0.004897,169,149,96,414,0.049
0.004898,169,149,96,414,0.049
0.004899,169,149,96,414,0.049
0.0049,169,149,96,414,0.049
0.004901,169,149,96,414,0.049
0.004902,169,149,96,414,0.049
0.004903,169,149,96,414,0.049
0.004904,169,149,96,414,0.049
0.004905,169,149,96,414,0.049
0.004906,169,149,96,414,0.049
0.004907,169,149,96,414,0.049
0.004908,169,149,96,414,0.049
0.004909,169,149,96,414,0.049
0.00491,169,149,96,414,0.049
0.004911,169,149,96,414,0.049
0.004912,169,149,96,414,0.049
0.004913,169,149,96,414,0.049
0.004914,169,149,96,414,0.049
0.004915,169,149,96,414,0.049
0.004916,169,149,96,414,0.049
0.004917,169,149,96,414,0.049
0.004918,169,149,96,414,0.049
0.004919,169,149,96,414,0.049
0.00492,169,149,96,414,0.049
0.004921,169,149,96,414,0.049
0.004922,169,149,96,414,0.049
0.004923,169,149,96,414,0.049
0.004924,169,149,96,414,0.049
0.004925,169,149,96,414,0.049
0.004926,169,149,96,414,0.049
0.004927,169,149,96,414,0.049
0.004928,169,149,96,414,0.049
0.004929,169,149,96,414,0.049
0.00493,169,149,96,414,0.049
0.004931,169,149,96,414,0.049
0.004932,169,149,96,414,0.049
0.004933,169,149,96,414,0.049
0.004934,169,149,96,414,0.049
0.004935,169,149,96,414,0.049
0.004936,169,149,96,414,0.049
0.004937,169,149,96,414,0.049
0.004938,169,149,96,414,0.049
0.004939,169,149,96,414,0.049
0.00494,169,149,96,414,0.049
0.004941,169,149,96,414,0.049
0.004942,169,149,96,414,0.049
0.004943,169,149,96,414,0.049
0.004944,169,149,96,414,0.049
0.004945,169,149,96,414,0.049
0.004946,169,149,96,414,0.049
0.004947,169,149,96,414,0.049
0.004948,169,149,96,414,0.049
0.004949,169,149,96,414,0.049
0.00495,169,150,96,415,0.049
0.004951,169,150,96,415,0.05
0.004952,169,150,96,415,0.05
0.004953,169,150,96,415,0.05
0.004954,169,150,96,415,0.05
0.004955,169,150,95,414,0.05
0.004956,169,150,95,414,0.05
0.004957,169,150,95,414,0.05
0.004958,169,150,95,414,0.05
0.004959,169,150,95,414,0.05
0.00496,169,150,95,414,0.05
0.004961,169,150,95,414,0.05
0.004962,169,150,95,414,0.05
0.004963,169,150,95,414,0.05
0.004964,169,150,95,414,0.05
0.004965,170,150,95,415,0.05
0.004966,170,150,95,415,0.05
0.004967,170,150,95,415,0.05
0.004968,170,150,95,415,0.05
0.004969,170,150,95,415,0.05
0.00497,170,150,95,415,0.05
0.004971,170,150,95,415,0.05
0.004972,170,150,95,415,0.05
0.004973,170,150,95,415,0.05
0.004974,170,150,95,415,0.05
0.004975,170,150,95,415,0.05
0.004976,170,150,95,415,0.05
0.004977,170,150,95,415,0.05
0.004978,170,150,95,415,0.05
0.004979,170,150,95,415,0.05
0.00498,170,150,95,415,0.05
0.004981,170,150,95,415,0.05
0.004982,170,150,95,415,0.05
0.004983,170,150,95,415,0.05
0.004984,170,150,95,415,0.05
0.004985,170,150,95,415,0.05
0.004986,170,150,95,415,0.05
0.004987,170,150,95,415,0.05
0.004988,170,150,95,415,0.05
0.004989,170,150,95,415,0.05
0.00499,170,150,95,415,0.05
0.004991,170,150,95,415,0.05
0.004992,170,150,95,415,0.05
0.004993,170,150,95,415,0.05
0.004994,170,150,95,415,0.05
0.004995,170,150,95,415,0.05
0.004996,170,150,95,415,0.05
0.004997,170,150,95,415,0.05
0.004998,170,150,95,415,0.05
0.004999,170,150,95,415,0.05
0.005,170,150,95,415,0.05
0.005001,170,150,95,415,0.05
0.005002,170,150,95,415,0.05
0.005003,170,150,95,415,0.05
0.005004,170,150,95,415,0.05
0.005005,170,150,95,415,0.05
0.005006,170,150,95,415,0.05
0.005007,170,150,95,415,0.05
0.005008,170,150,95,415,0.05
0.005009,170,150,95,415,0.05
0.00501,170,150,95,415,0.05
0.005011,170,150,95,415,0.05
0.005012,170,150,95,415,0.05
0.005013,170,150,95,415,0.05
0.005014,170,150,95,415,0.05
0.005015,170,150,95,415,0.05
0.005016,170,150,95,415,0.05
0.005017,170,150,95,415,0.05
0.005018,170,150,95,415,0.05
0.005019,170,150,95,415,0.05
0.00502,170,150,95,415,0.05
0.005021,170,150,95,415,0.05
0.005022,170,150,95,415,0.05
0.005023,170,150,95,415,0.05
0.005024,170,150,95,415,0.05
0.005025,170,150,95,415,0.05
0.005026,170,150,95,415,0.05
0.005027,170,150,95,415,0.05
0.005028,170,150,95,415,0.05
0.005029,170,150,95,415,0.05
0.00503,170,150,95,415,0.05
0.005031,170,150,95,415,0.05
0.005032,170,150,95,415,0.05
0.005033,170,150,95,415,0.05
0.005034,170,150,95,415,0.05
0.005035,170,150,95,415,0.05
0.005036,171,150,95,416,0.05
0.005037,171,150,95,416,0.05
0.005038,171,150,95,416,0.05
0.005039,171,150,95,416,0.05
0.00504,171,150,95,416,0.05
0.005041,171,150,95,416,0.05
0.005042,171,150,95,416,0.05
0.005043,171,150,95,416,0.05
0.005044,171,150,95,416,0.05
0.005045,171,150,95,416,0.05
0.005046,171,150,94,415,0.05
0.005047,171,150,94,415,0.05
0.005048,171,150,94,415,0.05
0.005049,171,150,94,415,0.05
0.00505,171,150,94,415,0.05
0.005051,171,151,94,416,0.051
0.005052,171,151,94,416,0.051
0.005053,171,151,94,416,0.051
0.005054,171,151,94,416,0.051
0.005055,171,151,94,416,0.051
0.005056,171,151,94,416,0.051
0.005057,171,151,94,416,0.051
0.005058,171,151,94,416,0.051
0.005059,171,151,94,416,0.051
0.00506,171,151,94,416,0.051
0.005061,171,151,94,416,0.051
0.005062,171,151,94,416,0.051
0.005063,171,151,94,416,0.051
0.005064,171,151,94,416,0.051
0.005065,171,151,94,416,0.051
0.005066,171,151,94,416,0.051
0.005067,171,151,94,416,0.051
0.005068,171,151,94,416,0.051
0.005069,171,151,94,416,0.051
0.00507,171,151,94,416,0.051
0.005071,171,151,94,416,0.051
0.005072,171,151,94,416,0.051
0.005073,171,151,94,416,0.051
0.005074,171,151,94,416,0.051
0.005075,171,151,94,416,0.051
0.005076,171,151,94,416,0.051
0.005077,171,151,94,416,0.051
0.005078,171,151,94,416,0.051
0.005079,171,151,94,416,0.051
0.00508,171,151,94,416,0.051
0.005081,171,151,94,416,0.051
0.005082,171,151,94,416,0.051
0.005083,171,151,94,416,0.051
0.005084,171,151,94,416,0.051
0.005085,171,151,94,416,0.051
0.005086,171,151,94,416,0.051
0.005087,171,151,94,416,0.051
0.005088,171,151,94,416,0.051
0.005089,171,151,94,416,0.051
0.00509,171,151,94,416,0.051
0.005091,171,151,94,416,0.051
0.005092,171,151,94,416,0.051
0.005093,171,151,94,416,0.051
0.005094,171,151,94,416,0.051
0.005095,171,151,94,416,0.051
0.005096,171,151,94,416,0.051
0.005097,171,151,94,416,0.051
0.005098,171,151,94,416,0.051
0.005099,171,151,94,416,0.051
0.0051,171,151,94,416,0.051
0.005101,171,151,94,416,0.051
0.005102,171,151,94,416,0.051
0.005103,171,151,94,416,0.051
0.005104,171,151,94,416,0.051
0.005105,171,151,94,416,0.051
0.005106,171,151,94,416,0.051
0.005107,171,151,94,416,0.051
0.005108,172,151,94,417,0.051
0.005109,172,151,94,417,0.051
0.00511,172,151,94,417,0.051
0.005111,172,151,94,417,0.051
0.005112,172,151,94,417,0.051
0.005113,172,151,94,417,0.051
0.005114,172,151,94,417,0.051
0.005115,172,151,94,417,0.051
0.005116,172,151,94,417,0.051
0.005117,172,151,94,417,0.051
0.005118,172,151,94,417,0.051
0.005119,172,151,94,417,0.051
0.00512,172,151,94,417,0.051
0.005121,172,151,94,417,0.051
0.005122,172,151,94,417,0.051
0.005123,172,151,94,417,0.051
0.005124,172,151,94,417,0.051
0.005125,172,151,94,417,0.051
0.005126,172,151,94,417,0.051
0.005127,172,151,94,417,0.051
0.005128,172,151,94,417,0.051
0.005129,172,151,94,417,0.051
0.00513,172,151,94,417,0.051
0.005131,172,151,94,417,0.051
0.005132,172,151,94,417,0.051
0.005133,172,151,94,417,0.051
0.005134,172,151,94,417,0.051
0.005135,172,151,94,417,0.051
0.005136,172,151,94,417,0.051
0.005137,172,151,93,416,0.051
0.005138,172,151,93,416,0.051
0.005139,172,151,93,416,0.051
0.00514,172,151,93,416,0.051
0.005141,172,151,93,416,0.051
0.005142,172,151,93,416,0.051
0.005143,172,151,93,416,0.051
0.005144,172,151,93,416,0.051
0.005145,172,151,93,416,0.051
0.005146,172,151,93,416,0.051
0.005147,172,151,93,416,0.051
0.005148,172,151,93,416,0.051
0.005149,172,151,93,416,0.051
0.00515,172,152,93,417,0.052
0.005151,172,152,93,417,0.052
0.005152,172,152,93,417,0.052
0.005153,172,152,93,417,0.052
0.005154,172,152,93,417,0.052
0.005155,172,152,93,417,0.052
0.005156,172,152,93,417,0.052
0.005157,172,152,93,417,0.052
0.005158,172,152,93,417,0.052
0.005159,172,152,93,417,0.052
0.00516,172,152,93,417,0.052
0.005161,172,152,93,417,0.052
0.005162,172,152,93,417,0.052
0.005163,172,152,93,417,0.052
0.005164,172,152,93,417,0.052
0.005165,172,152,93,417,0.052
0.005166,172,152,93,417,0.052
0.005167,172,152,93,417,0.052
0.005168,172,152,93,417,0.052
0.005169,172,152,93,417,0.052
0.00517,172,152,93,417,0.052
0.005171,172,152,93,417,0.052
0.005172,172,152,93,417,0.052
0.005173,172,152,93,417,0.052
0.005174,172,152,93,417,0.052
0.005175,172,152,93,417,0.052
0.005176,172,152,93,417,0.052
0.005177,172,152,93,417,0.052
0.005178,172,152,93,417,0.052
0.005179,173,152,93,418,0.052
0.00518,173,152,93,418,0.052
0.005181,173,152,93,418,0.052
0.005182,173,152,93,418,0.052
0.005183,173,152,93,418,0.052
0.005184,173,152,93,418,0.052
0.005185,173,152,93,418,0.052
0.005186,173,152,93,418,0.052
0.005187,173,152,93,418,0.052
0.005188,173,152,93,418,0.052
0.005189,173,152,93,418,0.052
0.00519,173,152,93,418,0.052
0.005191,173,152,93,418,0.052
0.005192,173,152,93,418,0.052
0.005193,173,152,93,418,0.052
0.005194,173,152,93,418,0.052
0.005195,173,152,93,418,0.052
0.005196,173,152,93,418,0.052
0.005197,173,152,93,418,0.052
0.005198,173,152,93,418,0.052
0.005199,173,152,93,418,0.052
0.0052,173,152,93,418,0.052
0.005201,173,152,93,418,0.052
0.005202,173,152,93,418,0.052
0.005203,173,152,93,418,0.052
0.005204,173,152,93,418,0.052
0.005205,173,152,93,418,0.052
0.005206,173,152,93,418,0.052
0.005207,173,152,93,418,0.052
0.005208,173,152,93,418,0.052
0.005209,173,152,93,418,0.052
0.00521,173,152,93,418,0.052
0.005211,173,152,93,418,0.052
0.005212,173,152,93,418,0.052
0.005213,173,152,93,418,0.052
0.005214,173,152,93,418,0.052
0.005215,173,152,93,418,0.052
0.005216,173,152,93,418,0.052
0.005217,173,152,93,418,0.052
0.005218,173,152,93,418,0.052
0.005219,173,152,93,418,0.052
0.00522,173,152,93,418,0.052
0.005221,173,152,93,418,0.052
0.005222,173,152,93,418,0.052
0.005223,173,152,93,418,0.052
0.005224,173,152,93,418,0.052
0.005225,173,152,93,418,0.052
0.005226,173,152,93,418,0.052
0.005227,173,152,93,418,0.052
0.005228,173,152,92,417,0.052
0.005229,173,152,92,417,0.052
0.00523,173,152,92,417,0.052
0.005231,173,152,92,417,0.052
0.005232,173,152,92,417,0.052
0.005233,173,152,92,417,0.052
0.005234,173,152,92,417,0.052
0.005235,173,152,92,417,0.052
0.005236,173,152,92,417,0.052
0.005237,173,152,92,417,0.052
0.005238,173,152,92,417,0.052
0.005239,173,152,92,417,0.052
0.00524,173,152,92,417,0.052
0.005241,173,152,92,417,0.052
0.005242,173,152,92,417,0.052
0.005243,173,152,92,417,0.052
0.005244,173,152,92,417,0.052
