Mercury (mg/L),Red Value,Green Value,Blue Value,Orange Intensity,Absorbance
0.00163,125,106,106,337,0.033
0.001631,125,106,106,337,0.033
0.001632,125,106,106,337,0.033
0.001633,125,106,106,337,0.033
0.001634,125,106,105,336,0.033
0.001635,125,106,105,336,0.033
0.001636,125,106,105,336,0.033
0.001637,125,106,105,336,0.033
0.001638,125,106,105,336,0.033
0.001639,126,106,105,337,0.033
0.00164,126,106,105,337,0.033
0.001641,126,106,105,337,0.033
0.001642,126,106,105,337,0.033
0.001643,126,106,105,337,0.033
0.001644,126,106,105,337,0.033
0.001645,126,106,105,337,0.033
0.001646,126,106,105,337,0.033
0.001647,126,106,105,337,0.033
0.001648,126,106,105,337,0.033
0.001649,126,106,105,337,0.033
0.00165,126,106,105,337,0.033
0.001651,126,106,105,337,0.033
0.001652,126,106,105,337,0.033
0.001653,126,106,105,337,0.033
0.001654,126,106,105,337,0.033
0.001655,126,106,105,337,0.033
0.001656,126,106,105,337,0.033
0.001657,126,106,105,337,0.033
0.001658,126,106,105,337,0.033
0.001659,126,106,105,337,0.033
0.00166,126,106,105,337,0.033
0.001661,126,106,105,337,0.033
0.001662,126,106,105,337,0.033
0.001663,126,106,105,337,0.033
0.001664,126,106,105,337,0.033
0.001665,126,106,105,337,0.033
0.001666,126,106,105,337,0.033
0.001667,126,106,105,337,0.033
0.001668,126,106,105,337,0.033
0.001669,126,106,105,337,0.033
0.00167,126,106,105,337,0.033
0.001671,126,106,105,337,0.033
0.001672,126,106,105,337,0.033
0.001673,126,106,105,337,0.033
0.001674,126,106,105,337,0.033
0.001675,126,106,105,337,0.033
0.001676,126,106,105,337,0.034
0.001677,126,106,105,337,0.034
0.001678,126,106,105,337,0.034
0.001679,126,106,105,337,0.034
0.00168,126,106,105,337,0.034
0.001681,126,106,105,337,0.034
0.001682,126,106,105,337,0.034
0.001683,126,106,105,337,0.034
0.001684,126,106,105,337,0.034
0.001685,127,106,105,338,0.034
0.001686,127,106,105,338,0.034
0.001687,127,106,105,338,0.034
0.001688,127,106,105,338,0.034
0.001689,127,106,105,338,0.034
0.00169,127,106,105,338,0.034
0.001691,127,106,105,338,0.034
0.001692,127,106,105,338,0.034
0.001693,127,106,105,338,0.034
0.001694,127,106,105,338,0.034
0.001695,127,106,105,338,0.034
0.001696,127,106,105,338,0.034
0.001697,127,106,105,338,0.034
0.001698,127,106,105,338,0.034
0.001699,127,106,105,338,0.034
0.0017,127,106,105,338,0.034
0.001701,127,106,104,337,0.034
0.001702,127,106,104,337,0.034
0.001703,127,106,104,337,0.034
0.001704,127,106,104,337,0.034
0.001705,127,106,104,337,0.034
0.001706,127,106,104,337,0.034
0.001707,127,106,104,337,0.034
0.001708,127,106,104,337,0.034
0.001709,127,106,104,337,0.034
0.00171,127,106,104,337,0.034
0.001711,127,106,104,337,0.034
0.001712,127,106,104,337,0.034
0.001713,127,106,104,337,0.034
0.001714,127,106,104,337,0.034
0.001715,127,106,104,337,0.034
0.001716,127,106,104,337,0.034
0.001717,127,106,104,337,0.034
0.001718,127,106,104,337,0.034
0.001719,127,106,104,337,0.034
0.00172,127,106,104,337,0.034
0.001721,127,106,104,337,0.034
0.001722,127,106,104,337,0.034
0.001723,127,106,104,337,0.034
0.001724,127,106,104,337,0.034
0.001725,127,106,104,337,0.034
0.001726,127,106,104,337,0.035
0.001727,127,106,104,337,0.035
0.001728,127,106,104,337,0.035
0.001729,127,106,104,337,0.035
0.00173,127,106,104,337,0.035
0.001731,127,106,104,337,0.035
0.001732,128,106,104,338,0.035
0.001733,128,106,104,338,0.035
0.001734,128,106,104,338,0.035
0.001735,128,106,104,338,0.035
0.001736,128,106,104,338,0.035
0.001737,128,106,104,338,0.035
0.001738,128,106,104,338,0.035
0.001739,128,106,104,338,0.035
0.00174,128,106,104,338,0.035
0.001741,128,105,104,337,0.035
0.001742,128,105,104,337,0.035
0.001743,128,105,104,337,0.035
0.001744,128,105,104,337,0.035
0.001745,128,105,104,337,0.035
0.001746,128,105,104,337,0.035
0.001747,128,105,104,337,0.035
0.001748,128,105,104,337,0.035
0.001749,128,105,104,337,0.035
0.00175,128,105,104,337,0.035
0.001751,128,105,104,337,0.035
0.001752,128,105,104,337,0.035
0.001753,128,105,104,337,0.035
0.001754,128,105,104,337,0.035
0.001755,128,105,104,337,0.035
0.001756,128,105,104,337,0.035
0.001757,128,105,104,337,0.035
0.001758,128,105,104,337,0.035
0.001759,128,105,104,337,0.035
0.00176,128,105,104,337,0.035
0.001761,128,105,104,337,0.035
0.001762,128,105,104,337,0.035
0.001763,128,105,104,337,0.035
0.001764,128,105,104,337,0.035
0.001765,128,105,104,337,0.035
0.001766,128,105,104,337,0.035
0.001767,128,105,103,336,0.035
0.001768,128,105,103,336,0.035
0.001769,128,105,103,336,0.035
0.00177,128,105,103,336,0.035
0.001771,128,105,103,336,0.035
0.001772,128,105,103,336,0.035
0.001773,128,105,103,336,0.035
0.001774,128,105,103,336,0.035
0.001775,128,105,103,336,0.036
0.001776,128,105,103,336,0.036
0.001777,128,105,103,336,0.036
0.001778,129,105,103,337,0.036
0.001779,129,105,103,337,0.036
0.00178,129,105,103,337,0.036
0.001781,129,105,103,337,0.036
0.001782,129,105,103,337,0.036
0.001783,129,105,103,337,0.036
0.001784,129,105,103,337,0.036
0.001785,129,105,103,337,0.036
0.001786,129,105,103,337,0.036
0.001787,129,105,103,337,0.036
0.001788,129,105,103,337,0.036
0.001789,129,105,103,337,0.036
0.00179,129,105,103,337,0.036
0.001791,129,105,103,337,0.036
0.001792,129,105,103,337,0.036
0.001793,129,105,103,337,0.036
0.001794,129,105,103,337,0.036
0.001795,129,105,103,337,0.036
0.001796,129,105,103,337,0.036
0.001797,129,105,103,337,0.036
0.001798,129,105,103,337,0.036
0.001799,129,105,103,337,0.036
0.0018,129,105,103,337,0.036
0.001801,129,105,103,337,0.036
0.001802,129,105,103,337,0.036
0.001803,129,105,103,337,0.036
0.001804,129,105,103,337,0.036
0.001805,129,105,103,337,0.036
0.001806,129,105,103,337,0.036
0.001807,129,105,103,337,0.036
0.001808,129,105,103,337,0.036
0.001809,129,105,103,337,0.036
0.00181,129,105,103,337,0.036
0.001811,129,105,103,337,0.036
0.001812,129,105,103,337,0.036
0.001813,129,105,103,337,0.036
0.001814,129,105,103,337,0.036
0.001815,129,105,103,337,0.036
0.001816,129,105,103,337,0.036
0.001817,129,105,103,337,0.036
0.001818,129,105,103,337,0.036
0.001819,129,105,103,337,0.036
0.00182,129,105,103,337,0.036
0.001821,129,105,103,337,0.036
0.001822,129,105,103,337,0.036
0.001823,129,105,103,337,0.036
0.001824,130,105,103,338,0.036
0.001825,130,105,103,338,0.036
0.001826,130,105,103,338,0.037
0.001827,130,105,103,338,0.037
0.001828,130,105,103,338,0.037
0.001829,130,105,103,338,0.037
0.00183,130,105,103,338,0.037
0.001831,130,105,103,338,0.037
0.001832,130,105,103,338,0.037
0.001833,130,105,103,338,0.037
0.001834,130,105,102,337,0.037
0.001835,130,105,102,337,0.037
0.001836,130,105,102,337,0.037
0.001837,130,105,102,337,0.037
0.001838,130,105,102,337,0.037
0.001839,130,105,102,337,0.037
0.00184,130,105,102,337,0.037
0.001841,130,105,102,337,0.037
0.001842,130,105,102,337,0.037
0.001843,130,105,102,337,0.037
0.001844,130,105,102,337,0.037
0.001845,130,105,102,337,0.037
0.001846,130,105,102,337,0.037
0.001847,130,105,102,337,0.037
0.001848,130,105,102,337,0.037
0.001849,130,105,102,337,0.037
0.00185,130,105,102,337,0.037
0.001851,130,105,102,337,0.037
0.001852,130,105,102,337,0.037
0.001853,130,105,102,337,0.037
0.001854,130,105,102,337,0.037
0.001855,130,105,102,337,0.037
0.001856,130,105,102,337,0.037
0.001857,130,105,102,337,0.037
0.001858,130,105,102,337,0.037
0.001859,130,105,102,337,0.037
0.00186,130,105,102,337,0.037
0.001861,130,104,102,336,0.037
0.001862,130,104,102,336,0.037
0.001863,130,104,102,336,0.037
0.001864,130,104,102,336,0.037
0.001865,130,104,102,336,0.037
0.001866,130,104,102,336,0.037
0.001867,130,104,102,336,0.037
0.001868,130,104,102,336,0.037
0.001869,130,104,102,336,0.037
0.00187,131,104,102,337,0.037
0.001871,131,104,102,337,0.037
0.001872,131,104,102,337,0.037
0.001873,131,104,102,337,0.037
0.001874,131,104,102,337,0.037
0.001875,131,104,102,337,0.038
0.001876,131,104,102,337,0.038
0.001877,131,104,102,337,0.038
0.001878,131,104,102,337,0.038
0.001879,131,104,102,337,0.038
0.00188,131,104,102,337,0.038
0.001881,131,104,102,337,0.038
0.001882,131,104,102,337,0.038
0.001883,131,104,102,337,0.038
0.001884,131,104,102,337,0.038
0.001885,131,104,102,337,0.038
0.001886,131,104,102,337,0.038
0.001887,131,104,102,337,0.038
0.001888,131,104,102,337,0.038
0.001889,131,104,102,337,0.038
0.00189,131,104,102,337,0.038
0.001891,131,104,102,337,0.038
0.001892,131,104,102,337,0.038
0.001893,131,104,102,337,0.038
0.001894,131,104,102,337,0.038
0.001895,131,104,102,337,0.038
0.001896,131,104,102,337,0.038
0.001897,131,104,102,337,0.038
0.001898,131,104,102,337,0.038
0.001899,131,104,102,337,0.038
0.0019,131,104,102,337,0.038
0.001901,131,104,101,336,0.038
0.001902,131,104,101,336,0.038
0.001903,131,104,101,336,0.038
0.001904,131,104,101,336,0.038
0.001905,131,104,101,336,0.038
0.001906,131,104,101,336,0.038
0.001907,131,104,101,336,0.038
0.001908,131,104,101,336,0.038
0.001909,131,104,101,336,0.038
0.00191,131,104,101,336,0.038
0.001911,131,104,101,336,0.038
0.001912,131,104,101,336,0.038
0.001913,131,104,101,336,0.038
0.001914,131,104,101,336,0.038
0.001915,131,104,101,336,0.038
0.001916,132,104,101,337,0.038
0.001917,132,104,101,337,0.038
0.001918,132,104,101,337,0.038
0.001919,132,104,101,337,0.038
0.00192,132,104,101,337,0.038
0.001921,132,104,101,337,0.038
0.001922,132,104,101,337,0.038
0.001923,132,104,101,337,0.038
0.001924,132,104,101,337,0.038
0.001925,132,104,101,337,0.038
0.001926,132,104,101,337,0.039
0.001927,132,104,101,337,0.039
0.001928,132,104,101,337,0.039
0.001929,132,104,101,337,0.039
0.00193,132,104,101,337,0.039
0.001931,132,104,101,337,0.039
0.001932,132,104,101,337,0.039
0.001933,132,104,101,337,0.039
0.001934,132,104,101,337,0.039
0.001935,132,104,101,337,0.039
0.001936,132,104,101,337,0.039
0.001937,132,104,101,337,0.039
0.001938,132,104,101,337,0.039
0.001939,132,104,101,337,0.039
0.00194,132,104,101,337,0.039
0.001941,132,104,101,337,0.039
0.001942,132,104,101,337,0.039
0.001943,132,104,101,337,0.039
0.001944,132,104,101,337,0.039
0.001945,132,104,101,337,0.039
0.001946,132,104,101,337,0.039
0.001947,132,104,101,337,0.039
0.001948,132,104,101,337,0.039
0.001949,132,104,101,337,0.039
0.00195,132,104,101,337,0.039
0.001951,132,104,101,337,0.039
0.001952,132,104,101,337,0.039
0.001953,132,104,101,337,0.039
0.001954,132,104,101,337,0.039
0.001955,132,104,101,337,0.039
0.001956,132,104,101,337,0.039
0.001957,132,104,101,337,0.039
0.001958,132,104,101,337,0.039
0.001959,132,104,101,337,0.039
0.00196,132,104,101,337,0.039
0.001961,132,104,101,337,0.039
0.001962,133,104,101,338,0.039
0.001963,133,104,101,338,0.039
0.001964,133,104,101,338,0.039
0.001965,133,104,101,338,0.039
0.001966,133,104,101,338,0.039
0.001967,133,104,100,337,0.039
0.001968,133,104,100,337,0.039
0.001969,133,104,100,337,0.039
0.00197,133,104,100,337,0.039
0.001971,133,104,100,337,0.039
0.001972,133,104,100,337,0.039
0.001973,133,104,100,337,0.039
0.001974,133,104,100,337,0.039
0.001975,133,104,100,337,0.039
0.001976,133,104,100,337,0.04
0.001977,133,104,100,337,0.04
0.001978,133,104,100,337,0.04
0.001979,133,104,100,337,0.04
0.00198,133,104,100,337,0.04
0.001981,133,103,100,336,0.04
0.001982,133,103,100,336,0.04
0.001983,133,103,100,336,0.04
0.001984,133,103,100,336,0.04
0.001985,133,103,100,336,0.04
0.001986,133,103,100,336,0.04
0.001987,133,103,100,336,0.04
0.001988,133,103,100,336,0.04
0.001989,133,103,100,336,0.04
0.00199,133,103,100,336,0.04
0.001991,133,103,100,336,0.04
0.001992,133,103,100,336,0.04
0.001993,133,103,100,336,0.04
0.001994,133,103,100,336,0.04
0.001995,133,103,100,336,0.04
0.001996,133,103,100,336,0.04
0.001997,133,103,100,336,0.04
0.001998,133,103,100,336,0.04
0.001999,133,103,100,336,0.04
0.002,133,103,100,336,0.04
0.002001,133,103,100,336,0.04
0.002002,133,103,100,336,0.04
0.002003,133,103,100,336,0.04
0.002004,133,103,100,336,0.04
0.002005,133,103,100,336,0.04
0.002006,133,103,100,336,0.04
0.002007,133,103,100,336,0.04
0.002008,133,103,100,336,0.04
0.002009,134,103,100,337,0.04
0.00201,134,103,100,337,0.04
0.002011,134,103,100,337,0.04
0.002012,134,103,100,337,0.04
0.002013,134,103,100,337,0.04
0.002014,134,103,100,337,0.04
0.002015,134,103,100,337,0.04
0.002016,134,103,100,337,0.04
0.002017,134,103,100,337,0.04
0.002018,134,103,100,337,0.04
0.002019,134,103,100,337,0.04
0.00202,134,103,100,337,0.04
0.002021,134,103,100,337,0.04
0.002022,134,103,100,337,0.04
0.002023,134,103,100,337,0.04
0.002024,134,103,100,337,0.04
0.002025,134,103,100,337,0.04
0.002026,134,103,100,337,0.041
0.002027,134,103,100,337,0.041
0.002028,134,103,100,337,0.041
0.002029,134,103,100,337,0.041
0.00203,134,103,100,337,0.041
0.002031,134,103,100,337,0.041
0.002032,134,103,100,337,0.041
0.002033,134,103,100,337,0.041
0.002034,134,103,99,336,0.041
0.002035,134,103,99,336,0.041
0.002036,134,103,99,336,0.041
0.002037,134,103,99,336,0.041
0.002038,134,103,99,336,0.041
0.002039,134,103,99,336,0.041
0.00204,134,103,99,336,0.041
0.002041,134,103,99,336,0.041
0.002042,134,103,99,336,0.041
0.002043,134,103,99,336,0.041
0.002044,134,103,99,336,0.041
0.002045,134,103,99,336,0.041
0.002046,134,103,99,336,0.041
0.002047,134,103,99,336,0.041
0.002048,134,103,99,336,0.041
0.002049,134,103,99,336,0.041
0.00205,134,103,99,336,0.041
0.002051,134,103,99,336,0.041
0.002052,134,103,99,336,0.041
0.002053,134,103,99,336,0.041
0.002054,134,103,99,336,0.041
0.002055,135,103,99,337,0.041
0.002056,135,103,99,337,0.041
0.002057,135,103,99,337,0.041
0.002058,135,103,99,337,0.041
0.002059,135,103,99,337,0.041
0.00206,135,103,99,337,0.041
0.002061,135,103,99,337,0.041
0.002062,135,103,99,337,0.041
0.002063,135,103,99,337,0.041
0.002064,135,103,99,337,0.041
0.002065,135,103,99,337,0.041
0.002066,135,103,99,337,0.041
0.002067,135,103,99,337,0.041
0.002068,135,103,99,337,0.041
0.002069,135,103,99,337,0.041
0.00207,135,103,99,337,0.041
0.002071,135,103,99,337,0.041
0.002072,135,103,99,337,0.041
0.002073,135,103,99,337,0.041
0.002074,135,103,99,337,0.041
0.002075,135,103,99,337,0.042
0.002076,135,103,99,337,0.042
0.002077,135,103,99,337,0.042
0.002078,135,103,99,337,0.042
0.002079,135,103,99,337,0.042
0.00208,135,103,99,337,0.042
0.002081,135,103,99,337,0.042
0.002082,135,103,99,337,0.042
0.002083,135,103,99,337,0.042
0.002084,135,103,99,337,0.042
0.002085,135,103,99,337,0.042
0.002086,135,103,99,337,0.042
0.002087,135,103,99,337,0.042
0.002088,135,103,99,337,0.042
0.002089,135,103,99,337,0.042
0.00209,135,103,99,337,0.042
0.002091,135,103,99,337,0.042
0.002092,135,103,99,337,0.042
0.002093,135,103,99,337,0.042
0.002094,135,103,99,337,0.042
0.002095,135,103,99,337,0.042
0.002096,135,103,99,337,0.042
0.002097,135,103,99,337,0.042
0.002098,135,103,99,337,0.042
0.002099,135,103,99,337,0.042
0.0021,135,103,99,337,0.042
0.002101,136,102,98,336,0.042
0.002102,136,102,98,336,0.042
0.002103,136,102,98,336,0.042
0.002104,136,102,98,336,0.042
0.002105,136,102,98,336,0.042
0.002106,136,102,98,336,0.042
0.002107,136,102,98,336,0.042
0.002108,136,102,98,336,0.042
0.002109,136,102,98,336,0.042
0.00211,136,102,98,336,0.042
0.002111,136,102,98,336,0.042
0.002112,136,102,98,336,0.042
0.002113,136,102,98,336,0.042
0.002114,136,102,98,336,0.042
0.002115,136,102,98,336,0.042
0.002116,136,102,98,336,0.042
0.002117,136,102,98,336,0.042
0.002118,136,102,98,336,0.042
0.002119,136,102,98,336,0.042
0.00212,136,102,98,336,0.042
0.002121,136,102,98,336,0.042
0.002122,136,102,98,336,0.042
0.002123,136,102,98,336,0.042
0.002124,136,102,98,336,0.042
0.002125,136,102,98,336,0.042
0.002126,136,102,98,336,0.043
0.002127,136,102,98,336,0.043
0.002128,136,102,98,336,0.043
0.002129,136,102,98,336,0.043
0.00213,136,102,98,336,0.043
0.002131,136,102,98,336,0.043
0.002132,136,102,98,336,0.043
0.002133,136,102,98,336,0.043
0.002134,136,102,98,336,0.043
0.002135,136,102,98,336,0.043
0.002136,136,102,98,336,0.043
0.002137,136,102,98,336,0.043
0.002138,136,102,98,336,0.043
0.002139,136,102,98,336,0.043
0.00214,136,102,98,336,0.043
0.002141,136,102,98,336,0.043
0.002142,136,102,98,336,0.043
0.002143,136,102,98,336,0.043
0.002144,136,102,98,336,0.043
0.002145,136,102,98,336,0.043
0.002146,136,102,98,336,0.043
0.002147,137,102,98,337,0.043
0.002148,137,102,98,337,0.043
0.002149,137,102,98,337,0.043
0.00215,137,102,98,337,0.043
0.002151,137,102,98,337,0.043
0.002152,137,102,98,337,0.043
0.002153,137,102,98,337,0.043
0.002154,137,102,98,337,0.043
0.002155,137,102,98,337,0.043
0.002156,137,102,98,337,0.043
0.002157,137,102,98,337,0.043
0.002158,137,102,98,337,0.043
0.002159,137,102,98,337,0.043
0.00216,137,102,98,337,0.043
0.002161,137,102,98,337,0.043
0.002162,137,102,98,337,0.043
0.002163,137,102,98,337,0.043
0.002164,137,102,98,337,0.043
0.002165,137,102,98,337,0.043
0.002166,137,102,98,337,0.043
0.002167,137,102,98,337,0.043
0.002168,137,102,97,336,0.043
0.002169,137,102,97,336,0.043
0.00217,137,102,97,336,0.043
0.002171,137,102,97,336,0.043
0.002172,137,102,97,336,0.043
0.002173,137,102,97,336,0.043
0.002174,137,102,97,336,0.043
0.002175,137,102,97,336,0.044
0.002176,137,102,97,336,0.044
0.002177,137,102,97,336,0.044
0.002178,137,102,97,336,0.044
0.002179,137,102,97,336,0.044
0.00218,137,102,97,336,0.044
0.002181,137,102,97,336,0.044
0.002182,137,102,97,336,0.044
0.002183,137,102,97,336,0.044
0.002184,137,102,97,336,0.044
0.002185,137,102,97,336,0.044
0.002186,137,102,97,336,0.044
0.002187,137,102,97,336,0.044
0.002188,137,102,97,336,0.044
0.002189,137,102,97,336,0.044
0.00219,137,102,97,336,0.044
0.002191,137,102,97,336,0.044
0.002192,137,102,97,336,0.044
0.002193,138,102,97,337,0.044
0.002194,138,102,97,337,0.044
0.002195,138,102,97,337,0.044
0.002196,138,102,97,337,0.044
0.002197,138,102,97,337,0.044
0.002198,138,102,97,337,0.044
0.002199,138,102,97,337,0.044
0.0022,138,102,97,337,0.044
0.002201,138,102,97,337,0.044
0.002202,138,102,97,337,0.044
0.002203,138,102,97,337,0.044
0.002204,138,102,97,337,0.044
0.002205,138,102,97,337,0.044
0.002206,138,102,97,337,0.044
0.002207,138,102,97,337,0.044
0.002208,138,102,97,337,0.044
0.002209,138,102,97,337,0.044
0.00221,138,102,97,337,0.044
0.002211,138,102,97,337,0.044
0.002212,138,102,97,337,0.044
0.002213,138,102,97,337,0.044
0.002214,138,102,97,337,0.044
0.002215,138,102,97,337,0.044
0.002216,138,102,97,337,0.044
0.002217,138,102,97,337,0.044
0.002218,138,102,97,337,0.044
0.002219,138,102,97,337,0.044
0.00222,138,102,97,337,0.044
0.002221,138,101,97,336,0.044
0.002222,138,101,97,336,0.044
0.002223,138,101,97,336,0.044
0.002224,138,101,97,336,0.044
0.002225,138,101,97,336,0.044
0.002226,138,101,97,336,0.045
0.002227,138,101,97,336,0.045
0.002228,138,101,97,336,0.045
0.002229,138,101,97,336,0.045
0.00223,138,101,97,336,0.045
0.002231,138,101,97,336,0.045
0.002232,138,101,97,336,0.045
0.002233,138,101,97,336,0.045
0.002234,138,101,96,335,0.045
0.002235,138,101,96,335,0.045
0.002236,138,101,96,335,0.045
0.002237,138,101,96,335,0.045
0.002238,138,101,96,335,0.045
0.002239,139,101,96,336,0.045
0.00224,139,101,96,336,0.045
0.002241,139,101,96,336,0.045
0.002242,139,101,96,336,0.045
0.002243,139,101,96,336,0.045
0.002244,139,101,96,336,0.045
0.002245,139,101,96,336,0.045
0.002246,139,101,96,336,0.045
0.002247,139,101,96,336,0.045
0.002248,139,101,96,336,0.045
0.002249,139,101,96,336,0.045
0.00225,139,101,96,336,0.045
0.002251,139,101,96,336,0.045
0.002252,139,101,96,336,0.045
0.002253,139,101,96,336,0.045
0.002254,139,101,96,336,0.045
0.002255,139,101,96,336,0.045
0.002256,139,101,96,336,0.045
0.002257,139,101,96,336,0.045
0.002258,139,101,96,336,0.045
0.002259,139,101,96,336,0.045
0.00226,139,101,96,336,0.045
0.002261,139,101,96,336,0.045
0.002262,139,101,96,336,0.045
0.002263,139,101,96,336,0.045
0.002264,139,101,96,336,0.045
0.002265,139,101,96,336,0.045
0.002266,139,101,96,336,0.045
0.002267,139,101,96,336,0.045
0.002268,139,101,96,336,0.045
0.002269,139,101,96,336,0.045
0.00227,139,101,96,336,0.045
0.002271,139,101,96,336,0.045
0.002272,139,101,96,336,0.045
0.002273,139,101,96,336,0.045
0.002274,139,101,96,336,0.045
0.002275,139,101,96,336,0.046
0.002276,139,101,96,336,0.046
0.002277,139,101,96,336,0.046
0.002278,139,101,96,336,0.046
0.002279,139,101,96,336,0.046
0.00228,139,101,96,336,0.046
0.002281,139,101,96,336,0.046
0.002282,139,101,96,336,0.046
0.002283,139,101,96,336,0.046
0.002284,139,101,96,336,0.046
0.002285,140,101,96,337,0.046
0.002286,140,101,96,337,0.046
0.002287,140,101,96,337,0.046
0.002288,140,101,96,337,0.046
0.002289,140,101,96,337,0.046
0.00229,140,101,96,337,0.046
0.002291,140,101,96,337,0.046
0.002292,140,101,96,337,0.046
0.002293,140,101,96,337,0.046
0.002294,140,101,96,337,0.046
0.002295,140,101,96,337,0.046
0.002296,140,101,96,337,0.046
0.002297,140,101,96,337,0.046
0.002298,140,101,96,337,0.046
0.002299,140,101,96,337,0.046
0.0023,140,101,96,337,0.046
0.002301,140,101,95,336,0.046
0.002302,140,101,95,336,0.046
0.002303,140,101,95,336,0.046
0.002304,140,101,95,336,0.046
0.002305,140,101,95,336,0.046
0.002306,140,101,95,336,0.046
0.002307,140,101,95,336,0.046
0.002308,140,101,95,336,0.046
0.002309,140,101,95,336,0.046
0.00231,140,101,95,336,0.046
0.002311,140,101,95,336,0.046
0.002312,140,101,95,336,0.046
0.002313,140,101,95,336,0.046
0.002314,140,101,95,336,0.046
0.002315,140,101,95,336,0.046
0.002316,140,101,95,336,0.046
0.002317,140,101,95,336,0.046
0.002318,140,101,95,336,0.046
0.002319,140,101,95,336,0.046
0.00232,140,101,95,336,0.046
0.002321,140,101,95,336,0.046
0.002322,140,101,95,336,0.046
0.002323,140,101,95,336,0.046
0.002324,140,101,95,336,0.046
0.002325,140,101,95,336,0.046
0.002326,140,101,95,336,0.047
0.002327,140,101,95,336,0.047
0.002328,140,101,95,336,0.047
0.002329,140,101,95,336,0.047
0.00233,140,101,95,336,0.047
0.002331,140,101,95,336,0.047
0.002332,141,101,95,337,0.047
0.002333,141,101,95,337,0.047
0.002334,141,101,95,337,0.047
0.002335,141,101,95,337,0.047
0.002336,141,101,95,337,0.047
0.002337,141,101,95,337,0.047
0.002338,141,101,95,337,0.047
0.002339,141,101,95,337,0.047
0.00234,141,101,95,337,0.047
0.002341,141,100,95,336,0.047
0.002342,141,100,95,336,0.047
0.002343,141,100,95,336,0.047
0.002344,141,100,95,336,0.047
0.002345,141,100,95,336,0.047
0.002346,141,100,95,336,0.047
0.002347,141,100,95,336,0.047
0.002348,141,100,95,336,0.047
0.002349,141,100,95,336,0.047
0.00235,141,100,95,336,0.047
0.002351,141,100,95,336,0.047
0.002352,141,100,95,336,0.047
0.002353,141,100,95,336,0.047
0.002354,141,100,95,336,0.047
0.002355,141,100,95,336,0.047
0.002356,141,100,95,336,0.047
0.002357,141,100,95,336,0.047
0.002358,141,100,95,336,0.047
0.002359,141,100,95,336,0.047
0.00236,141,100,95,336,0.047
0.002361,141,100,95,336,0.047
0.002362,141,100,95,336,0.047
0.002363,141,100,95,336,0.047
0.002364,141,100,95,336,0.047
0.002365,141,100,95,336,0.047
0.002366,141,100,95,336,0.047
0.002367,141,100,95,336,0.047
0.002368,141,100,94,335,0.047
0.002369,141,100,94,335,0.047
0.00237,141,100,94,335,0.047
0.002371,141,100,94,335,0.047
0.002372,141,100,94,335,0.047
0.002373,141,100,94,335,0.047
0.002374,141,100,94,335,0.047
0.002375,141,100,94,335,0.048
0.002376,141,100,94,335,0.048
0.002377,141,100,94,335,0.048
0.002378,142,100,94,336,0.048
0.002379,142,100,94,336,0.048
0.00238,142,100,94,336,0.048
0.002381,142,100,94,336,0.048
0.002382,142,100,94,336,0.048
0.002383,142,100,94,336,0.048
0.002384,142,100,94,336,0.048
0.002385,142,100,94,336,0.048
0.002386,142,100,94,336,0.048
0.002387,142,100,94,336,0.048
0.002388,142,100,94,336,0.048
0.002389,142,100,94,336,0.048
0.00239,142,100,94,336,0.048
0.002391,142,100,94,336,0.048
0.002392,142,100,94,336,0.048
0.002393,142,100,94,336,0.048
0.002394,142,100,94,336,0.048
0.002395,142,100,94,336,0.048
0.002396,142,100,94,336,0.048
0.002397,142,100,94,336,0.048
0.002398,142,100,94,336,0.048
0.002399,142,100,94,336,0.048
0.0024,142,100,94,336,0.048
0.002401,142,100,94,336,0.048
0.002402,142,100,94,336,0.048
0.002403,142,100,94,336,0.048
0.002404,142,100,94,336,0.048
0.002405,142,100,94,336,0.048
0.002406,142,100,94,336,0.048
0.002407,142,100,94,336,0.048
0.002408,142,100,94,336,0.048
0.002409,142,100,94,336,0.048
0.00241,142,100,94,336,0.048
0.002411,142,100,94,336,0.048
0.002412,142,100,94,336,0.048
0.002413,142,100,94,336,0.048
0.002414,142,100,94,336,0.048
0.002415,142,100,94,336,0.048
0.002416,142,100,94,336,0.048
0.002417,142,100,94,336,0.048
0.002418,142,100,94,336,0.048
0.002419,142,100,94,336,0.048
0.00242,142,100,94,336,0.048
0.002421,142,100,94,336,0.048
0.002422,142,100,94,336,0.048
0.002423,142,100,94,336,0.048
0.002424,143,100,94,337,0.048
0.002425,143,100,94,337,0.048
0.002426,143,100,94,337,0.049
0.002427,143,100,94,337,0.049
0.002428,143,100,94,337,0.049
0.002429,143,100,94,337,0.049
0.00243,143,100,94,337,0.049
0.002431,143,100,94,337,0.049
0.002432,143,100,94,337,0.049
0.002433,143,100,94,337,0.049
0.002434,143,100,93,336,0.049
0.002435,143,100,93,336,0.049
0.002436,143,100,93,336,0.049
0.002437,143,100,93,336,0.049
0.002438,143,100,93,336,0.049
0.002439,143,100,93,336,0.049
0.00244,143,100,93,336,0.049
0.002441,143,100,93,336,0.049
0.002442,143,100,93,336,0.049
0.002443,143,100,93,336,0.049
0.002444,143,100,93,336,0.049
0.002445,143,100,93,336,0.049
0.002446,143,100,93,336,0.049
0.002447,143,100,93,336,0.049
0.002448,143,100,93,336,0.049
0.002449,143,100,93,336,0.049
0.00245,143,100,93,336,0.049
